gene,mean,variance,detected_fraction
TMEM258,2.953279733657837,7.791999340057373,0.5565123789020452
IFI27,1.547882318496704,7.780089378356934,0.2553283100107643
GIMAP7,1.9426170587539673,7.774336338043213,0.3580193756727664
LDHB,4.868137836456299,7.759934902191162,0.8118406889128095
COTL1,3.217621326446533,7.75693941116333,0.6620021528525296
ID2,2.1974241733551025,7.735657691955566,0.4445640473627557
CYTIP,2.4053356647491455,7.7140793800354,0.48589881593110873
EIF3K,3.5036568641662598,7.692219257354736,0.6564047362755652
P4HB,3.0408222675323486,7.683492183685303,0.5946178686759956
ZFP36,3.3565876483917236,7.679004669189453,0.7057050592034446
TRMT112,3.3366498947143555,7.662790775299072,0.6193756727664155
PPIB,4.0576677322387695,7.659280776977539,0.7214208826695372
PTPN6,1.9899824857711792,7.644655704498291,0.38772874058127016
WARS,2.5196430683135986,7.637634754180908,0.5308934337997847
HINT1,4.22478723526001,7.6313629150390625,0.7319698600645855
HNRNPA1P10,4.3705949783325195,7.623027324676514,0.7707212055974165
NEDD8,2.8042426109313965,7.608613014221191,0.5397201291711518
ATP5C1,2.9811456203460693,7.589059352874756,0.5799784714747039
PSMA6,2.7627997398376465,7.5789313316345215,0.5405812701829925
CHCHD2,4.452208995819092,7.570575714111328,0.7573735199138859
BST2,2.6297173500061035,7.557714939117432,0.5106566200215286
SOD1,4.049767017364502,7.556803226470947,0.7291711517761034
FXYD5,4.042097568511963,7.553127288818359,0.7388589881593111
ATP5O,2.8450698852539062,7.550576686859131,0.5494079655543596
RPN2,3.0684428215026855,7.540433883666992,0.6148546824542519
ISG20,2.3346705436706543,7.53638219833374,0.4680301399354144
CCL5,5.099039077758789,7.5295729637146,0.9468245425188374
EIF3L,3.8477706909179688,7.527864933013916,0.723789020452099
SERPINA3,1.2046719789505005,7.517660140991211,0.18105489773950484
ALDOA,5.621317386627197,7.511874198913574,0.8516684607104413
PRDX5,2.87542462348938,7.511117458343506,0.5519913885898816
CAPN3,1.6571038961410522,7.489866256713867,0.3151776103336921
HCLS1,2.3566880226135254,7.481141567230225,0.4753498385360603
SLC25A5,3.5760445594787598,7.481017112731934,0.6996770721205597
ATP6V1F,2.6034274101257324,7.471149444580078,0.5026910656620022
EIF3E,3.8879120349884033,7.467275142669678,0.7220667384284176
SLC25A3,3.964320659637451,7.449291229248047,0.7240043057050592
UQCRC1,2.432375192642212,7.441208839416504,0.48439181916038754
ARF1,4.166976451873779,7.439323425292969,0.7483315392895586
APOBEC3C,2.432650089263916,7.434531211853027,0.507427341227126
ERGIC3,2.5797529220581055,7.425221920013428,0.5115177610333692
CCND3,2.707807779312134,7.424957752227783,0.576318622174381
IER2,2.751178503036499,7.421897888183594,0.5711517761033369
LAMTOR4,2.9032063484191895,7.409658432006836,0.5649085037674919
APRT,3.1278722286224365,7.408360958099365,0.6047362755651238
NDUFS5,3.003948211669922,7.403482437133789,0.5799784714747039
CSTB,2.764508008956909,7.401984691619873,0.5519913885898816
MYL12B,4.4240851402282715,7.390762805938721,0.768783638320775
SLC3A2,2.5780224800109863,7.386129856109619,0.5332615715823467
HLA-DMA,1.8234498500823975,7.370095729827881,0.3539289558665231
STAT1,3.178896903991699,7.354494094848633,0.6678148546824543
PGK1,4.147594928741455,7.326745986938477,0.766200215285253
NDUFB8,2.876258134841919,7.316810607910156,0.5761033369214209
EIF3G,3.0964670181274414,7.295356273651123,0.6120559741657696
PSMA7,3.8754241466522217,7.271255970001221,0.7190527448869752
NDUFA1,3.396728754043579,7.263769626617432,0.652529601722282
PDCD6,2.4473483562469482,7.250607013702393,0.5270182992465016
CTSB,4.225241184234619,7.245608329772949,0.9494079655543596
ATRAID,2.3676183223724365,7.239166736602783,0.47168998923573735
A2M,1.6588629484176636,7.233666896820068,0.3907427341227126
H3F3A,1.7906968593597412,7.230563640594482,0.32055974165769646
TMED9,2.469986915588379,7.228193759918213,0.497524219590958
PSMB10,2.499812126159668,7.217469215393066,0.5263724434876211
CALM2,4.8780317306518555,7.21600866317749,0.8157158234660926
XRCC6,3.4065682888031006,7.211843967437744,0.6740581270182993
COX7B,2.5106728076934814,7.204564571380615,0.49860064585575886
PTTG1IP,2.2829337120056152,7.204561233520508,0.4738428417653391
ATP1A1,2.5012006759643555,7.201535701751709,0.5608180839612487
PPP1R15A,3.1078708171844482,7.192070484161377,0.6488697524219591
CCT7,2.6605653762817383,7.1867289543151855,0.5384284176533908
TMEM59,3.325355291366577,7.181795120239258,0.6592034445640473
ASAH1,2.1584062576293945,7.179612636566162,0.45231431646932185
SRP9,3.1489579677581787,7.1739654541015625,0.6421959095801938
C12orf57,2.8695240020751953,7.169161319732666,0.57502691065662
DBI,2.6937310695648193,7.167745113372803,0.5356297093649085
SPCS1,3.025463104248047,7.1641011238098145,0.596124865446717
CLIC1,4.2647881507873535,7.161186218261719,0.7590958019375673
PPP1CA,3.008397340774536,7.14452600479126,0.6068891280947255
ATF4,2.7781310081481934,7.130152702331543,0.5726587728740581
NME1,1.9934170246124268,7.129289627075195,0.38105489773950485
SNRPB,3.0417025089263916,7.128266334533691,0.6131324004305705
DNAJA1,3.192064046859741,7.126004219055176,0.6628632938643703
HLA-DQB1,1.6825331449508667,7.125113487243652,0.3395048439181916
NDUFB2,2.63494610786438,7.122689247131348,0.5203444564047363
DAD1,2.901536226272583,7.117419719696045,0.5743810548977395
BCAP31,2.7877373695373535,7.114875793457031,0.5593110871905275
GPX4,3.0649850368499756,7.110315322875977,0.6079655543595264
SNRPD2,3.6325745582580566,7.099277496337891,0.6878363832077503
SHFM1,2.885068893432617,7.090714931488037,0.5739504843918192
KRTCAP2,2.9123592376708984,7.0898027420043945,0.57502691065662
SGK1,1.8688812255859375,7.0890212059021,0.38406889128094723
GPR183,1.5168020725250244,7.082212924957275,0.29343379978471473
COX7C,5.075223922729492,7.078427791595459,0.8120559741657697
CCT3,2.552675247192383,7.073946952819824,0.5472551130247578
EIF3H,3.866478681564331,7.06425666809082,0.7298170075349839
CSRP1,1.9895250797271729,7.061904430389404,0.4023681377825619
GSTK1,3.420835494995117,7.061574935913086,0.6719052744886975
MRPS21,2.5974173545837402,7.06082820892334,0.5203444564047363
PSMB6,2.3639378547668457,7.053801536560059,0.4751345532831001
PEBP1,3.0933830738067627,7.042742729187012,0.6294940796555436
JUN,3.284101963043213,7.035394191741943,0.7009687836383208
C6orf48,2.812396764755249,7.035272121429443,0.5877287405812702
CLTA,2.485682487487793,7.031679153442383,0.5003229278794402
SYNGR2,2.657696485519409,7.030521869659424,0.5705059203444564
STMN1,2.414396047592163,7.02968168258667,0.6841765339074274
COX5A,2.6188173294067383,7.026341438293457,0.5278794402583423
ATPIF1,2.6241118907928467,7.023741722106934,0.536275565123789
PUF60,2.4942736625671387,7.023215293884277,0.511302475780409
MAGED2,2.1544792652130127,7.011529922485352,0.4378902045209903
AP1S2,2.174812078475952,7.0112175941467285,0.46307857911733047
EIF4A1,4.181683540344238,7.0072431564331055,0.7681377825618945
CCT8,2.575650930404663,7.006472110748291,0.5390742734122712
PRAME,1.6235567331314087,6.995693683624268,0.303767491926803
OST4,4.17213249206543,6.994668960571289,0.7423035522066739
SPARC,1.7338213920593262,6.990025997161865,0.3504843918191604
TMEM230,2.591683864593506,6.987171649932861,0.5367061356297094
VPS28,2.597029685974121,6.959991455078125,0.5341227125941873
COPE,2.9503262042999268,6.953447341918945,0.6004305705059203
SSBP1,2.5410168170928955,6.94559907913208,0.5207750269106566
CAPG,1.6279751062393188,6.94041109085083,0.3115177610333692
ARPC1B,4.417282581329346,6.93458366394043,0.797416576964478
ALOX5AP,1.4745441675186157,6.932962894439697,0.2609257265877287
ARPC3,4.524159908294678,6.923041343688965,0.790096878363832
PSMA1,2.742886543273926,6.916711330413818,0.5761033369214209
HIGD2A,2.6325228214263916,6.909704208374023,0.5377825618945102
MDH1,2.6122825145721436,6.9022746086120605,0.5377825618945102
PDIA6,2.724858283996582,6.901669502258301,0.5659849300322928
CIB1,2.4927330017089844,6.897053241729736,0.5214208826695371
HSP90AB1,5.295524597167969,6.893163204193115,0.8579117330462863
HLA-DRB5,2.029888391494751,6.890881538391113,0.43745963401507
PRELID1,2.6915693283081055,6.885064601898193,0.5504843918191604
NHP2,2.2951676845550537,6.879809856414795,0.46544671689989237
FKBP1A,3.3808434009552,6.876940727233887,0.6813778256189451
HSP90B1,3.414449453353882,6.874101638793945,0.6990312163616792
DYNLRB1,2.5263571739196777,6.873337268829346,0.5153928955866524
TOB1,2.7415692806243896,6.867253303527832,0.6051668460710441
TAGAP,1.8081576824188232,6.8665361404418945,0.3745963401506997
RABAC1,2.264793634414673,6.864722728729248,0.4648008611410118
SEC11C,2.099489450454712,6.861706256866455,0.42691065662002153
VAT1,2.0232527256011963,6.857789993286133,0.426264800861141
EIF3D,2.8273584842681885,6.854316711425781,0.5995694294940797
HERPUD1,2.4787631034851074,6.830133438110352,0.5580193756727664
GABARAP,3.7906510829925537,6.811171054840088,0.7296017222820237
PRDX2,2.217219591140747,6.810257911682129,0.45618945102260494
MDH2,2.4130637645721436,6.800326347351074,0.5048439181916039
BTG2,1.9679265022277832,6.795228481292725,0.43595263724434874
TAP1,2.7385520935058594,6.788817882537842,0.6172228202368137
GNG5,3.006441354751587,6.771671295166016,0.6064585575888052
NDUFB9,2.454195499420166,6.75484037399292,0.5035522066738428
EDF1,3.855985164642334,6.754128456115723,0.7222820236813778
LAMTOR5,2.475738048553467,6.7491374015808105,0.5061356297093649
NDUFV2,2.591481924057007,6.748421669006348,0.5451022604951561
COX6B1,3.0421314239501953,6.739419937133789,0.6118406889128095
ECH1,2.3684816360473633,6.735918998718262,0.49817007534983854
ATP5H,2.6756298542022705,6.72678279876709,0.5453175457481163
HNRNPF,2.9831490516662598,6.725671291351318,0.6411194833153929
PSMD4,2.3284239768981934,6.704028129577637,0.485037674919268
PSMB7,2.3659589290618896,6.698363304138184,0.4906350914962325
H3F3AP4,4.227777481079102,6.688103199005127,0.7842841765339075
NDUFB10,2.118649482727051,6.686280727386475,0.43530678148546825
YWHAQ,2.968864679336548,6.685047149658203,0.6333692142088267
FBXO7,2.3046412467956543,6.6841816902160645,0.49386437029063507
HLA-DQA1,1.5880420207977295,6.681095123291016,0.316254036598493
BRK1,2.9903414249420166,6.670843601226807,0.6118406889128095
SEC61B,2.4633195400238037,6.667618751525879,0.5087190527448869
CTSW,1.3076215982437134,6.664355278015137,0.22368137782561895
DUSP6,1.8378628492355347,6.661952018737793,0.38622174381054897
TECR,2.417297124862671,6.66116189956665,0.5125941872981701
UBL5,3.0581021308898926,6.657863140106201,0.6170075349838536
SEPW1,2.6105852127075195,6.642938613891602,0.5455328310010764
TKT,2.1891024112701416,6.642126083374023,0.46695371367061356
GTF3A,2.3884928226470947,6.634356498718262,0.5164693218514532
EEF1B2,5.686952590942383,6.625026226043701,0.8729817007534983
PSMC5,2.4899938106536865,6.62061882019043,0.5291711517761033
RNASEK,3.5028836727142334,6.620547771453857,0.685037674919268
VAMP8,2.077829599380493,6.619963645935059,0.4288482238966631
RHOH,1.8086349964141846,6.609530448913574,0.38858988159311086
ATP5E,4.663825988769531,6.593704700469971,0.8010764262648009
MRPS6,2.0701847076416016,6.587516784667969,0.43358449946178684
LAPTM4A,2.392648458480835,6.579133987426758,0.5007534983853607
GABARAPL2,2.4475815296173096,6.5760321617126465,0.5190527448869753
ARHGAP15,2.1665735244750977,6.5758562088012695,0.4798708288482239
ZAP70,1.7992843389511108,6.568055629730225,0.37158234660925726
ATP1B3,2.2702410221099854,6.5642523765563965,0.49257265877287404
ACTR3,3.1756324768066406,6.559556484222412,0.6940796555435953
LY6E,3.0291340351104736,6.559479236602783,0.635091496232508
TBC1D10C,1.8565213680267334,6.557983875274658,0.3903121636167923
CD8B,1.2926405668258667,6.554600715637207,0.2256189451022605
HLA-DPB1,2.228708028793335,6.554471969604492,0.5199138858988159
AIP,2.185049295425415,6.550154209136963,0.46630785791173307
UXT,2.3487977981567383,6.5498881340026855,0.49343379978471474
SNHG5,3.4751927852630615,6.531084060668945,0.6992465016146394
GAPDH,7.697628498077393,6.522758960723877,0.9442411194833153
PAIP2,3.105823516845703,6.517237186431885,0.656189451022605
HMGN1,3.488449811935425,6.500419616699219,0.7229278794402584
HLA-F,3.8248729705810547,6.493175506591797,0.8269106566200215
CHMP2A,2.2974205017089844,6.49282169342041,0.48396124865446716
RNH1,2.16591739654541,6.489447593688965,0.4639397201291712
EIF3C,3.0013651847839355,6.482295989990234,0.6555435952637244
HSPA5,2.9606242179870605,6.4797563552856445,0.7039827771797632
CD247,1.5047587156295776,6.477189540863037,0.3013993541442411
CNN2,2.634964942932129,6.474324703216553,0.6781485468245425
C17orf62,2.7609219551086426,6.473312854766846,0.6396124865446717
PPA1,1.9214118719100952,6.470876693725586,0.4068891280947255
PHB2,2.4044721126556396,6.470087051391602,0.5194833153928956
ATP5I,2.489824056625366,6.469029903411865,0.5194833153928956
CD99,3.568547248840332,6.467613697052002,0.7130247578040905
GSTO1,2.0301883220672607,6.461655139923096,0.4251883745963401
EIF3M,2.4596192836761475,6.46104621887207,0.5388589881593111
FABP5,1.991483211517334,6.458090782165527,0.42970936490850375
IL7R,1.4310156106948853,6.457423686981201,0.29472551130247576
TMED2,2.664947509765625,6.454625129699707,0.5989235737351991
EMC4,2.1036412715911865,6.449643611907959,0.4421959095801938
APOBEC3G,1.7083101272583008,6.441504001617432,0.38191603875134555
ERP29,2.7095847129821777,6.429276466369629,0.5821313240043057
ZFAS1,3.1750760078430176,6.42149019241333,0.6630785791173305
PTGES3,3.1286685466766357,6.4210405349731445,0.6749192680301399
EVI2B,2.000267267227173,6.419715404510498,0.4454251883745963
FIS1,2.241809606552124,6.416688919067383,0.4691065662002153
PRDX4,1.7823834419250488,6.412288665771484,0.35522066738428415
GBP2,1.9896740913391113,6.410586833953857,0.45748116254036597
CCR7,1.3216819763183594,6.4048590660095215,0.2473627556512379
TIGIT,1.4746419191360474,6.3932085037231445,0.2960172228202368
SQSTM1,2.746222496032715,6.390601634979248,0.6176533907427342
CUTA,2.8591179847717285,6.3886799812316895,0.5944025834230355
SNRPG,2.4584014415740967,6.385909557342529,0.5246501614639397
COX7A2,3.0862793922424316,6.375922679901123,0.6378902045209903
NDUFB7,2.162423849105835,6.373335838317871,0.45080731969860066
TUBA4A,1.4608664512634277,6.369576454162598,0.28288482238966633
PCMT1,2.102975368499756,6.368971824645996,0.4544671689989236
EIF5A,3.3672034740448,6.366830825805664,0.7192680301399355
C1orf43,2.2915539741516113,6.356721878051758,0.503767491926803
CYC1,1.9477694034576416,6.356073379516602,0.40753498385360604
TNFAIP3,2.0846526622772217,6.354431629180908,0.5141011840688913
PDIA3,3.4049150943756104,6.354162693023682,0.7026910656620021
SELPLG,1.6120131015777588,6.351154327392578,0.33864370290635093
PSMA2,2.670135498046875,6.349843502044678,0.5735199138858988
C1QBP,2.088294267654419,6.34913444519043,0.44434876210979546
NDUFA12,2.0412590503692627,6.336783409118652,0.42583423035522067
HSPD1,2.96762752532959,6.336607933044434,0.6566200215285253
RPN1,2.4921064376831055,6.335130214691162,0.5722282023681378
UBXN1,2.6820173263549805,6.333522319793701,0.5836383207750269
RBMX,2.992147445678711,6.332820892333984,0.6874058127018299
RAP1B,2.548248291015625,6.323131084442139,0.592465016146394
SASH3,1.7451478242874146,6.312992095947266,0.3756727664155005
NDUFS8,2.1114659309387207,6.30772590637207,0.4469321851453176
SNHG8,2.1149253845214844,6.30450439453125,0.44908503767491925
LBH,1.9494423866271973,6.3016228675842285,0.4501614639397201
TRIM22,2.229084014892578,6.300975322723389,0.5235737351991389
C17orf76-AS1,4.828105449676514,6.294681072235107,0.8641550053821313
APOE,1.415939211845398,6.294378757476807,0.27922497308934335
PSMA4,2.2702224254608154,6.290214538574219,0.49580193756727664
COPS6,2.187223434448242,6.289784908294678,0.47448869752421957
USMG5,2.3274590969085693,6.285897731781006,0.49494079655543594
ARF5,2.4896903038024902,6.273958683013916,0.5410118406889128
DYNLT1,1.8970798254013062,6.261878967285156,0.40365984930032295
CLNS1A,2.1439192295074463,6.261061668395996,0.4714747039827772
SEC61G,2.16623592376709,6.243065357208252,0.46307857911733047
VDAC2,2.1504712104797363,6.240853786468506,0.47448869752421957
TALDO1,2.1408684253692627,6.238741874694824,0.458772874058127
MLANA,2.437152862548828,6.2358269691467285,0.7468245425188375
NOP10,2.2368857860565186,6.233397960662842,0.47556512378902044
CDC37,2.7035441398620605,6.230464458465576,0.6010764262648008
CLK1,3.298034429550171,6.230147361755371,0.7435952637244349
CTSA,2.2545735836029053,6.227019309997559,0.4930032292787944
SNHG6,2.576066732406616,6.227015018463135,0.5558665231431646
ATP6AP2,2.366016149520874,6.219842910766602,0.5311087190527449
SUMO2,4.367469787597656,6.215441703796387,0.801291711517761
CD79B,1.194419264793396,6.213136196136475,0.20667384284176535
SHISA5,2.82405161857605,6.212639808654785,0.6271259418729817
OSTC,2.1314268112182617,6.211335182189941,0.46846071044133475
PRDX6,2.4096133708953857,6.198456287384033,0.5278794402583423
IMPDH2,1.9492732286453247,6.193157196044922,0.4299246501614639
ISCU,2.4941835403442383,6.190588474273682,0.5511302475780409
PSMB5,1.7961668968200684,6.190304756164551,0.37158234660925726
UBE2D3,3.4537930488586426,6.1878886222839355,0.7377825618945102
ARL6IP1,2.624169111251831,6.180293083190918,0.6213132400430571
VDAC1,2.376727342605591,6.175135612487793,0.5367061356297094
EGR1,1.9219738245010376,6.174564361572266,0.48353067814854683
CCL4L1,1.1752060651779175,6.172645092010498,0.24370290635091496
CCL4L2,1.1752060651779175,6.172645092010498,0.24370290635091496
CASP4,1.984189510345459,6.162775039672852,0.458772874058127
EMP3,2.525585651397705,6.1612067222595215,0.5528525296017223
PKM,3.7352454662323,6.155196666717529,0.7666307857911733
IRF9,2.227024793624878,6.154263019561768,0.5173304628632939
ATP5G1,2.0232090950012207,6.153063774108887,0.4299246501614639
EIF6,1.9362436532974243,6.152492523193359,0.4129171151776103
RNASET2,1.7322081327438354,6.150186538696289,0.3855758880516685
TMEM66,4.957470417022705,6.145800590515137,0.8770721205597417
COX7A2L,2.264220952987671,6.142871856689453,0.4955866523143165
ARPC5,2.861454963684082,6.142064094543457,0.6389666307857912
ANAPC11,2.2670915126800537,6.1415510177612305,0.48331539289558667
NDUFS7,2.028202772140503,6.138668060302734,0.43724434876210977
NDUFAB1,1.9592514038085938,6.138556003570557,0.41227125941872983
C19orf10,1.9595928192138672,6.137940883636475,0.42604951560818083
EZR,3.4227793216705322,6.137824058532715,0.7634015069967707
UBB,6.192714691162109,6.135464668273926,0.8986006458557588
SIVA1,1.8577674627304077,6.135123252868652,0.3974165769644779
PSMA3,2.3095767498016357,6.1304402351379395,0.5401506996770721
ATP5J,2.51183819770813,6.124678134918213,0.5401506996770721
S100A13,1.5986442565917969,6.117909908294678,0.316254036598493
NDUFB4,2.4640636444091797,6.1157331466674805,0.5319698600645856
PLP2,2.184098243713379,6.111898899078369,0.4805166846071044
ATP5D,2.337968111038208,6.110327243804932,0.5106566200215286
TMEM219,2.0072100162506104,6.107322692871094,0.43250807319698603
NHP2L1,2.7733614444732666,6.105961322784424,0.6107642626480086
SIRPG,1.3732420206069946,6.103517055511475,0.26695371367061355
TPP1,2.91585636138916,6.099257469177246,0.6701829924650161
PRKCH,1.8173153400421143,6.09855842590332,0.42691065662002153
C14orf166,2.1989963054656982,6.098485469818115,0.48245425188374597
PNRC2,2.4171247482299805,6.094799518585205,0.5696447793326157
ITM2B,4.523666858673096,6.093250274658203,0.8292787944025835
WDR83OS,2.386993408203125,6.089047431945801,0.5207750269106566
EIF4H,2.901567220687866,6.088372707366943,0.6441334768568353
TUFM,2.2118289470672607,6.082339763641357,0.49041980624327236
SPP1,1.1758803129196167,6.077730655670166,0.2208826695371367
CSNK2B,2.5178191661834717,6.07006311416626,0.5543595263724435
APEX1,2.0844128131866455,6.069727897644043,0.4583423035522067
MRFAP1,2.636592149734497,6.06799840927124,0.5890204520990312
TNFRSF14,2.420166015625,6.063474178314209,0.5657696447793327
CTSL1,1.5326788425445557,6.061655044555664,0.3265877287405813
PPT1,2.046473503112793,6.0530805587768555,0.4520990312163617
PIM2,1.925079107284546,6.044020175933838,0.4951560818083961
ILF2,2.124974250793457,6.03279972076416,0.4781485468245425
CD3E,2.0235884189605713,6.03097677230835,0.4441334768568353
PRKAR1A,2.9683423042297363,6.030337333679199,0.6656620021528525
ARL6IP5,3.2392466068267822,6.026337146759033,0.702475780409042
FAIM3,2.31173038482666,6.024553298950195,0.5625403659849301
PSME1,4.988197326660156,6.018914222717285,0.8650161463939721
FAM96B,2.174950122833252,6.0174055099487305,0.4766415500538213
UQCRFS1,1.9415818452835083,6.01055383682251,0.4204520990312164
TMEM147,1.7400215864181519,6.009125232696533,0.36167922497308935
TUBB4B,1.893239974975586,6.002681732177734,0.42777179763186224
CD164,2.8361661434173584,6.0025315284729,0.6531754574811626
AP2M1,2.376350164413452,6.002169609069824,0.5308934337997847
SDHB,1.886391043663025,5.998180389404297,0.40968783638320777
SF3B14,2.1224987506866455,5.991973400115967,0.46221743810548976
EIF4A2,4.546432018280029,5.991805553436279,0.8297093649085038
CXCL13,0.8820291757583618,5.991133689880371,0.1317545748116254
BSG,2.784135580062866,5.988703727722168,0.6210979547900969
DENND2D,1.8475898504257202,5.982527256011963,0.4342303552206674
TRAF3IP3,1.7510994672775269,5.973670482635498,0.39289558665231433
ARF4,1.9985102415084839,5.965692520141602,0.45188374596340153
DNPH1,1.8519749641418457,5.965559959411621,0.39806243272335845
DSTN,2.017599582672119,5.960094451904297,0.45468245425188375
TMBIM6,3.9031565189361572,5.957342624664307,0.7933261571582346
PSMD8,2.41910457611084,5.954170227050781,0.5347685683530679
SERINC3,2.3541972637176514,5.944371223449707,0.5416576964477934
ATP6V1E1,2.055976152420044,5.936800956726074,0.46264800861141014
TMEM179B,1.926376223564148,5.934741020202637,0.42368137782561893
M6PR,2.3400466442108154,5.931963920593262,0.5470398277717976
SYPL1,2.0017573833465576,5.930477619171143,0.45705059203444565
LMAN2,2.45768666267395,5.9155049324035645,0.5582346609257266
EMC7,1.913613200187683,5.915084362030029,0.4163616792249731
LAT,1.450901985168457,5.914440155029297,0.30269106566200216
LSM7,1.974725604057312,5.912952423095703,0.4279870828848224
BUB3,2.1345319747924805,5.912496089935303,0.5199138858988159
PIGT,2.038836717605591,5.906533241271973,0.4727664155005382
VKORC1,1.8197381496429443,5.9059977531433105,0.38815931108719054
GHITM,2.312694787979126,5.899681091308594,0.5401506996770721
GIMAP5,1.4581091403961182,5.899624824523926,0.3063509149623251
GZMB,0.8857858180999756,5.899306297302246,0.13153928955866523
TAF9,2.0066335201263428,5.897882461547852,0.452529601722282
HNRNPM,2.5076210498809814,5.896475315093994,0.6223896663078579
ATP6AP1,2.0198469161987305,5.8947038650512695,0.4572658772874058
MAT2B,2.61006760597229,5.89350700378418,0.638751345532831
MORF4L2,2.099147319793701,5.888461589813232,0.4964477933261572
LITAF,2.4229190349578857,5.882333278656006,0.6058127018299246
COX4I1,5.329955101013184,5.875335216522217,0.8579117330462863
GDI2,2.955815553665161,5.872821807861328,0.680086114101184
PDCD1,1.222085952758789,5.871875286102295,0.23229278794402583
ANXA6,2.413072109222412,5.8698883056640625,0.5827771797631862
CNIH4,1.8402388095855713,5.867997169494629,0.393756727664155
RHOC,1.921743392944336,5.8600945472717285,0.42454251883745964
HLA-DMB,1.1849030256271362,5.850017547607422,0.2178686759956943
DAZAP2,3.953260898590088,5.849758625030518,0.8081808396124865
SEPT15,2.7270314693450928,5.8476243019104,0.6176533907427342
CPNE1,2.4406228065490723,5.8443756103515625,0.5866523143164694
SLC25A6,5.071547031402588,5.831357955932617,0.8645855758880516
SEC11A,2.213127374649048,5.829723358154297,0.4979547900968784
ACP5,1.592300534248352,5.828055381774902,0.33907427341227125
MPG,1.887899398803711,5.820244789123535,0.413778256189451
IFI30,1.188136339187622,5.81990385055542,0.24241119483315393
PFDN5,5.251684665679932,5.813828945159912,0.8596340150699677
CD3G,2.259864091873169,5.8122172355651855,0.652529601722282
YIPF3,1.7825946807861328,5.805180072784424,0.3935414424111948
PRR13,2.8753857612609863,5.793585300445557,0.652529601722282
PYCARD,1.509800672531128,5.789010047912598,0.308719052744887
PET100,1.8780701160430908,5.788362979888916,0.41227125941872983
YPEL5,2.2536330223083496,5.7824554443359375,0.5590958019375672
SRSF2,3.8351528644561768,5.776477813720703,0.7898815931108719
CCL3,0.9645334482192993,5.770627021789551,0.16813778256189452
POLR2G,1.8885104656219482,5.764953136444092,0.4204520990312164
HMHA1,2.3578343391418457,5.761966228485107,0.7522066738428418
TPM4,2.294017791748047,5.749002933502197,0.606243272335845
TSTD1,1.355760097503662,5.746918201446533,0.25834230355220666
GLTSCR2,1.962552547454834,5.746053218841553,0.49946178686759957
IL10RA,1.5243844985961914,5.7412428855896,0.35758880516684605
MYL6,5.694213390350342,5.740602493286133,0.8863293864370291
ERH,2.387695074081421,5.735760688781738,0.5435952637244349
DHRS7,1.9421110153198242,5.734851360321045,0.4503767491926803
HSPE1,2.7954962253570557,5.729877471923828,0.6348762109795479
CCT6A,2.4309656620025635,5.723049640655518,0.5702906350914962
SRP14,4.32374382019043,5.712467193603516,0.8111948331539289
SNHG1,1.9197227954864502,5.7091169357299805,0.44843918191603876
SH3BGRL,2.2870213985443115,5.695014953613281,0.5509149623250807
BZW1,2.292839288711548,5.691405773162842,0.5515608180839613
PHB,2.134420871734619,5.690752029418945,0.4953713670613563
HEXB,1.845423936843872,5.678737163543701,0.41786867599569427
MS4A1,1.0366346836090088,5.678077220916748,0.19009687836383207
HMGN3,2.0395030975341797,5.673310279846191,0.4738428417653391
ZFP36L2,2.9300944805145264,5.669138431549072,0.742518837459634
BLOC1S1,2.0068063735961914,5.66830587387085,0.4510226049515608
MRPL51,1.9446536302566528,5.659566879272461,0.4346609257265877
EIF4A3,1.8802908658981323,5.656189918518066,0.43487621097954793
MPV17,1.7614346742630005,5.651395797729492,0.39052744886975244
C17orf49,1.6697578430175781,5.650205135345459,0.366200215285253
SNX17,2.051689386367798,5.638272762298584,0.4809472551130248
DBNL,1.9851208925247192,5.6369524002075195,0.4742734122712594
AUP1,2.4988694190979004,5.635796070098877,0.5758880516684607
SDHD,1.9133201837539673,5.6302289962768555,0.444994617868676
DCXR,1.8163177967071533,5.629456043243408,0.4086114101184069
FBL,2.000930070877075,5.627696990966797,0.4628632938643703
RHOA,4.611751556396484,5.62409782409668,0.8469321851453175
ICAM3,1.626603603363037,5.621313095092773,0.3789020452099031
FDFT1,2.085697650909424,5.620883464813232,0.49386437029063507
SEPT1,1.7111109495162964,5.619277000427246,0.4129171151776103
CDK2AP2,1.8763504028320312,5.616372585296631,0.4310010764262648
TOMM5,1.8644802570343018,5.614770412445068,0.4217438105489774
UBC,6.755268096923828,5.612759113311768,0.9367061356297094
DDOST,3.3793368339538574,5.610860824584961,0.8426264800861141
ATP5J2,2.335998773574829,5.606117248535156,0.528740581270183
OXA1L,1.9578526020050049,5.605220794677734,0.465016146393972
TOMM7,4.158076286315918,5.59965705871582,0.7937567276641551
HSPA8,6.190678596496582,5.59310245513916,0.9179763186221744
CDC42SE2,2.5375709533691406,5.592645168304443,0.6585575888051668
SIT1,1.310746192932129,5.5907793045043945,0.25984930032292786
UFC1,2.010876417160034,5.585851669311523,0.46092572658772873
BTF3,5.166043758392334,5.580400466918945,0.8628632938643703
LAMTOR1,1.8922802209854126,5.574341297149658,0.4340150699677072
MYL12A,5.145214080810547,5.56950569152832,0.8779332615715824
PRDX3,1.8961374759674072,5.56791353225708,0.44520990312163616
MAP1LC3B,2.3505475521087646,5.56695556640625,0.5642626480086114
